Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9UNX4	Q9UNX4	7	7	7	WD repeat-containing protein 3 	1	7	7	7	9.4	9.4	9.4	106.1	943	943	0	47.469	70013000	8				2238	1818;6159;6507;6992;8463;8580;11904	True;True;True;True;True;True;True	1859;6287;6647;7151;8652;8771;12241	3081;3082;10428;11029;11854;11855;14432;14433;14637;20270	3528;3529;11881;12608;13568;13569;16457;16458;16683;23018	3529;11881;12608;13569;16458;16683;23018		
Q9UQ35;I3L1I8;Q9UQ35-3;I3L182;I3L4D8;Q9UQ35-2;I3L1C0	Q9UQ35	11;2;2;2;2;2;1	11;2;2;2;2;2;1	11;2;2;2;2;2;1	Serine/arginine repetitive matrix protein 2 	7	11	11	11	6.4	6.4	6.4	299.61	2752	2752;297;311;895;1018;2334;94	0	85.609	216560000	17				2239	2464;5798;10208;12594;12832;12883;12912;13489;13525;13532;13640	True;True;True;True;True;True;True;True;True;True;True	2524;5918;10498;12947;13191;13243;13272;13869;13905;13912;14020	4184;9828;17404;21400;21401;21780;21781;21863;21910;21911;22931;22986;22987;22996;22997;23163;23164	4787;11187;19798;24308;24309;24742;24743;24827;24878;24879;26072;26130;26131;26140;26141;26321;26322	4787;11187;19798;24309;24742;24827;24878;26072;26131;26141;26321		
Q9UQ80;F8VR77;F8W0A3;H0YIN7;F8VZ69	Q9UQ80;F8VR77	26;14;8;7;3	26;14;8;7;3	26;14;8;7;3	Proliferation-associated protein 2G4 ;Proliferation-associated protein 2G4 	5	26	26	26	66.2	66.2	66.2	43.786	394	394;284;187;163;64	0	282.64	1879400000	63				2240	95;463;464;948;2790;3674;4232;4469;4740;5492;5493;6850;6851;7219;9551;9928;9956;11419;11809;11870;11956;12300;12855;13235;13236;13931	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	95;473;474;971;2855;3753;4322;4563;4841;5606;5607;7004;7005;7006;7384;9769;10175;10207;11743;12143;12205;12297;12649;13215;13605;13606;14321	160;161;162;163;780;781;782;783;1608;1609;4744;6187;6188;7066;7468;7469;7953;7954;9236;9237;11618;11619;11620;11621;12282;16220;16221;16222;16882;16883;16935;16936;19447;19448;20104;20202;20203;20366;20367;20368;20915;21820;21821;22471;22472;22473;22474;22475;22476;23674;23675	176;177;178;179;873;874;875;876;1846;1847;1848;5399;5400;7024;7025;7026;8029;8491;8492;9077;9078;10514;10515;10516;13305;13306;13307;13308;13309;13310;13311;13312;14050;18465;18466;18467;18468;19223;19224;19282;19283;22130;22131;22132;22827;22932;22933;23132;23133;23134;23764;24782;24783;24784;25541;25542;25543;25544;25545;25546;25547;25548;26928;26929;26930	178;874;876;1847;5399;7026;8029;8491;9077;10514;10516;13305;13310;14050;18468;19224;19283;22132;22827;22932;23134;23764;24782;25543;25546;26928	470;471	331;347
Q9UQE7	Q9UQE7	17	17	17	Structural maintenance of chromosomes protein 3 	1	17	17	17	17	17	17	141.54	1217	1217	0	122.17	150810000	20				2241	512;885;2729;6314;6440;6573;7360;7755;8149;10135;10407;10608;11637;12187;12276;12319;12365	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	522;908;2793;6448;6578;6722;7528;7927;8332;10417;10711;10915;11966;12533;12625;12668;12717	855;1508;4636;10707;10920;11152;11153;12555;13239;13906;13907;17283;17284;17781;18126;19819;20729;20879;20949;21024	958;1723;5283;12242;12485;12751;12752;14360;15091;15855;15856;19668;19669;20240;20644;22521;23551;23719;23804;23886	958;1723;5283;12242;12485;12752;14360;15091;15855;19668;20240;20644;22521;23551;23719;23804;23886		
Q9Y221;J3QRD6;J3QRR4;J3QLW7;Q9Y221-2	Q9Y221;J3QRD6;J3QRR4;J3QLW7;Q9Y221-2	3;2;2;2;2	3;2;2;2;2	3;2;2;2;2	60S ribosome subunit biogenesis protein NIP7 homolog ;60S ribosome subunit biogenesis protein NIP7 homolog (Fragment) ;60S ribosome subunit biogenesis protein NIP7 homolog (Fragment) ;60S ribosome subunit biogenesis protein NIP7 homolog ;Isoform 2 of 60S r	5	3	3	3	29.4	29.4	29.4	20.462	180	180;70;79;110;133	0	23.599	95941000	6				2242	8350;15315;15747	True;True;True	8538;15738;16179	14249;14250;26034;26035;26750;26751	16237;16238;29631;29632;30412;30413	16238;29631;30413		
Q9Y224;G3V4C6;H0YJB9;G3V4E7	Q9Y224;G3V4C6;H0YJB9	11;9;6;3	11;9;6;3	11;9;6;3	UPF0568 protein C14orf166 ;UPF0568 protein C14orf166 ;UPF0568 protein C14orf166 (Fragment) 	4	11	11	11	51.2	51.2	51.2	28.068	244	244;193;129;68	0	84.866	254910000	22				2243	626;2461;5484;5752;6549;8026;8685;9347;9435;10324;10452	True;True;True;True;True;True;True;True;True;True;True	640;641;2521;5598;5872;6698;8207;8877;9557;9652;10626;10757	1053;1054;1055;1056;4180;9224;9225;9740;9741;11112;11113;11114;13710;14806;14807;14808;15873;15874;16030;17623;17624;17859;17860	1199;1200;1201;1202;4783;10502;10503;11090;11091;12706;12707;12708;15627;16878;16879;16880;18077;18078;18258;20052;20053;20054;20335;20336	1199;4783;10502;11091;12706;15627;16878;18077;18258;20052;20335	472	135
Q9Y230;B3KQ59;M0R0Y3;X6R2L4;M0QXI6;M0R0Z0;M0QXZ7	Q9Y230;B3KQ59;M0R0Y3	24;21;15;9;4;2;1	24;21;15;9;4;2;1	24;21;15;9;4;2;1	RuvB-like 2 ;RuvB-like 2 ;RuvB-like 2 	7	24	24	24	55.3	55.3	55.3	51.156	463	463;418;354;259;109;50;39	0	218.72	855720000	40				2244	93;879;1472;1562;2099;2494;3571;4293;4294;4911;5247;5270;6099;7239;8697;9980;11104;11385;12995;13554;13555;13655;15361;15530	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	93;902;1505;1597;2147;2555;3648;4385;4386;5015;5356;5379;6226;7405;8890;10233;11425;11709;13358;13934;13935;14035;15785;15960	156;157;1495;1496;2518;2519;2668;2669;3559;3560;4234;4235;6024;7164;7165;7166;7167;8276;8277;8813;8814;8854;8855;10329;12321;12322;14831;14832;16977;18954;19385;22058;23031;23032;23033;23189;23190;26115;26116;26385;26386	172;173;1707;1708;2894;2895;2896;3074;3075;3076;4067;4068;4845;4846;6839;8142;8143;8144;8145;9440;9441;10028;10029;10076;10077;11769;14096;14097;16908;16909;16910;19330;21587;22054;25061;26177;26178;26179;26348;26349;29720;29721;29722;30013;30014	172;1707;2896;3076;4067;4845;6839;8142;8145;9440;10028;10077;11769;14097;16910;19330;21587;22054;25061;26177;26179;26349;29722;30014		
Q9Y237;Q9Y237-2;H0Y4T6;J3KMW3;H0Y8P6;H0Y610;Q9Y237-3	Q9Y237;Q9Y237-2;H0Y4T6;J3KMW3;H0Y8P6;H0Y610;Q9Y237-3	5;5;3;3;3;3;3	5;5;3;3;3;3;3	5;5;3;3;3;3;3	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 ;Isoform 2 of Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 ;Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (Fragment) ;Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 ;Peptidyl	7	5	5	5	47.3	47.3	47.3	13.81	131	131;156;91;111;115;116;133	0	37.958	133060000	8				2245	3836;4055;4056;5202;6508	True;True;True;True;True	3919;4144;4145;5310;6648	6447;6448;6793;6794;6795;6796;8740;11030	7323;7324;7717;7718;7719;7720;9948;12609	7323;7717;7719;9948;12609		
Q9Y265;Q9Y265-2;E7ETR0;H7C4G5;J3QLR1;H7C4I3	Q9Y265;Q9Y265-2;E7ETR0	16;13;10;7;4;2	16;13;10;7;4;2	16;13;10;7;4;2	RuvB-like 1 ;Isoform 2 of RuvB-like 1 ;RuvB-like 1 	6	16	16	16	48.9	48.9	48.9	50.227	456	456;386;315;267;131;222	0	165.35	756780000	37				2246	882;1266;1564;2537;3541;4912;5243;6329;7541;11075;11235;12868;13261;13456;14883;15992	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	905;1297;1599;2598;3618;5016;5352;6464;7711;11395;11557;13228;13632;13834;15300;16429	1503;1504;1505;2153;2154;2671;2672;4313;5983;5984;8278;8279;8809;10730;12869;12870;18913;18914;19152;21839;21840;21841;21842;22516;22517;22518;22865;22866;25322;25323;27162;27163;27164	1717;1718;1719;1720;2467;2468;3078;3079;4932;6796;6797;9442;9443;10023;10024;12267;14692;14693;21544;21545;21802;24802;24803;24804;24805;24806;25593;25594;25595;25999;26000;26001;28828;28829;30868;30869;30870;30871	1720;2467;3078;4932;6797;9443;10024;12267;14693;21544;21802;24804;25593;25999;28828;30870		
Q9Y266	Q9Y266	9	9	9	Nuclear migration protein nudC 	1	9	9	9	33.5	33.5	33.5	38.242	331	331	0	67.082	500350000	16				2247	3176;4030;7539;8469;8535;9222;9620;11892;15283	True;True;True;True;True;True;True;True;True	3245;4116;7709;8658;8724;9431;9839;12229;15704	5393;5394;6752;12867;14443;14444;14445;14556;14557;15665;15666;16348;16349;20254;20255;25977	6147;6148;7672;14690;16471;16472;16473;16591;16592;17848;17849;18613;18614;18615;23002;23003;29568	6147;7672;14690;16471;16592;17849;18613;23002;29568		
Q9Y281;Q9Y281-3;F8WDN3;G3V2U0	Q9Y281;Q9Y281-3	9;8;2;1	4;3;2;1	4;3;2;1	Cofilin-2 ;Isoform 3 of Cofilin-2 	4	9	4	4	56	30.7	30.7	18.736	166	166;149;58;21	0	36.03	82020000	7				2248	1326;1557;3360;7127;8745;10012;10013;11193;15536	True;True;False;False;True;False;False;True;False	1357;1592;3435;7291;8938;10271;10272;11515;15966	2261;2658;2659;2660;5697;12110;14915;17040;17041;19087;19088;26396;26397	2602;3062;3063;3064;6470;13854;17014;19403;19404;19405;21728;21729;30024;30025;30026;30027	2602;3063;6470;13854;17014;19404;19405;21729;30026		
Q9Y295;H0YI06	Q9Y295	10;1	10;1	10;1	Developmentally-regulated GTP-binding protein 1 	2	10	10	10	34.3	34.3	34.3	40.542	367	367;56	0	79.183	128920000	14				2249	4659;4675;5131;6208;6662;6663;11781;15343;15459;15534	True;True;True;True;True;True;True;True;True;True	4757;4773;5239;6338;6813;6814;12115;15766;15888;15964	7803;7804;7832;8631;8632;10513;11309;11310;20057;26083;26084;26278;26279;26392;26393	8901;8902;8934;9835;9836;11990;12940;12941;22776;29685;29686;29896;29897;30020;30021	8902;8934;9835;11990;12940;12941;22776;29686;29896;30021		
Q9Y2A7;Q9Y2A7-2	Q9Y2A7;Q9Y2A7-2	3;3	3;3	3;3	Nck-associated protein 1 ;Isoform 2 of Nck-associated protein 1 	2	3	3	3	3.3	3.3	3.3	128.79	1128	1128;1134	0	20.824	11341000	4				2250	718;2536;6120	True;True;True	735;2597;6248	1217;4311;4312;10359	1387;4930;4931;11807	1387;4930;11807		
Q9Y2J2-2;Q9Y2J2-4;Q9Y2J2;E7EUF8;F5H7W5;Q9Y2J2-3;J3QRQ6;J3KS70;J3QLU5;J3QKY2;J3KRD1;J3QKK4;J3QR33;J3QS55	Q9Y2J2-2;Q9Y2J2-4;Q9Y2J2;E7EUF8;F5H7W5	5;5;5;3;3;2;1;1;1;1;1;1;1;1	4;4;4;3;3;1;1;1;1;1;1;1;1;1	4;4;4;3;3;1;1;1;1;1;1;1;1;1	Isoform 2 of Band 4.1-like protein 3 ;Isoform 4 of Band 4.1-like protein 3 ;Band 4.1-like protein 3 ;Band 4.1-like protein 3 ;Band 4.1-like protein 3 	14	5	4	4	7.2	6.4	6.4	96.513	865	865;883;1087;384;392;612;79;90;96;113;116;125;127;162	0	32.776	22259000	5				2251	1556;2855;3524;4009;15258	True;True;True;False;True	1591;2921;3601;4094;15678	2656;2657;4861;5959;6725;25937	3060;3061;5536;6771;7642;29524	3061;5536;6771;7642;29524		
Q9Y2L1;G3V1J5;Q9Y2L1-2;F2Z2C0	Q9Y2L1;G3V1J5;Q9Y2L1-2;F2Z2C0	16;15;15;9	16;15;15;9	16;15;15;9	Exosome complex exonuclease RRP44 ;Exosome complex exonuclease RRP44 ;Isoform 2 of Exosome complex exonuclease RRP44 ;Exosome complex exonuclease RRP44 	4	16	16	16	22.7	22.7	22.7	109	958	958;796;928;559	0	126.58	211030000	22				2252	667;1345;3844;5585;5920;5927;6214;6292;7671;7713;9796;10336;10954;12291;12517;15676	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	682;1376;3927;5700;6043;6050;6344;6426;7843;7885;10020;10638;11271;12640;12869;16106	1126;1127;2290;2291;6466;9418;10021;10031;10032;10520;10521;10670;13116;13184;16631;17648;18717;18718;20899;21280;26621	1279;1280;1281;2632;2633;7344;10711;11411;11423;11424;11998;11999;12198;14964;15034;18932;20083;21320;21321;21322;23741;24172;30272	1279;2633;7344;10711;11411;11424;11998;12198;14964;15034;18932;20083;21320;23741;24172;30272		
Q9Y2P8	Q9Y2P8	1	1	1	RNA 3-terminal phosphate cyclase-like protein 	1	1	1	1	4	4	4	40.842	373	373	0.00095238	6.7148	6115000	1				2253	5366	True	5477	9015	10261	10261		
Q9Y2Q5;Q9Y2Q5-2	Q9Y2Q5;Q9Y2Q5-2	1;1	1;1	1;1	Ragulator complex protein LAMTOR2 ;Isoform 2 of Ragulator complex protein LAMTOR2 	2	1	1	1	8	8	8	13.507	125	125;150	0.00048685	7.0587	11306000	2				2254	3881	True	3964	6530;6531	7420;7421	7420		
Q9Y2R0	Q9Y2R0	1	1	1	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial 	1	1	1	1	9.4	9.4	9.4	11.731	106	106	0.00048614	7.0271	6710200	1				2255	3931	True	4014	6604	7499	7499		
Q9Y2S6	Q9Y2S6	3	3	3	Translation machinery-associated protein 7 	1	3	3	3	31.2	31.2	31.2	7.0662	64	64	0	22.044	131460000	7				2256	3205;5079;5080	True;True;True	3274;5186;5187	5436;5437;5438;8546;8547;8548;8549	6194;6195;6196;9740;9741;9742;9743	6196;9740;9743		
U3KQJ1;Q9Y2S7	U3KQJ1;Q9Y2S7	5;5	5;5	5;5	Polymerase delta-interacting protein 2 ;Polymerase delta-interacting protein 2 	2	5	5	5	20.7	20.7	20.7	41.934	367	367;368	0	33.948	96536000	6				2257	1047;3973;5373;7991;14578	True;True;True;True;True	1072;4057;5484;8171;14985	1772;6669;9026;9027;13651;24813	2047;7578;10277;10278;15562;28241	2047;7578;10278;15562;28241		
Q9Y2T2	Q9Y2T2	1	1	1	AP-3 complex subunit mu-1 	1	1	1	1	2.9	2.9	2.9	46.939	418	418	0.00049383	7.4433	5902800	1				2258	8588	True	8779	14650	16700	16700		
Q9Y2V2	Q9Y2V2	1	1	1	Calcium-regulated heat stable protein 1 	1	1	1	1	10.9	10.9	10.9	15.892	147	147	0.00048263	6.9373	23331000	2				2259	9069	True	9274	15422;15423	17589;17590	17589		
Q9Y2W1	Q9Y2W1	8	8	8	Thyroid hormone receptor-associated protein 3 	1	8	8	8	9.5	9.5	9.5	108.66	955	955	0	51.328	82778000	10				2260	1296;1308;3345;5178;9183;12066;12544;14406	True;True;True;True;True;True;True;True	1327;1339;3419;5286;9391;12410;12896;14805	2212;2230;5673;8702;15603;20542;20543;21319;24507;24508	2543;2544;2565;6446;9908;17781;23331;23332;24212;27898;27899	2543;2565;6446;9908;17781;23332;24212;27899		
Q9Y2W2;F5H5G4	Q9Y2W2	4;1	4;1	4;1	WW domain-binding protein 11 	2	4	4	4	7.3	7.3	7.3	69.997	641	641;194	0	26.961	29995000	5				2261	269;1598;3181;7365	True;True;True;True	272;1634;3250;7533	453;2725;2726;5400;12562	514;3139;3140;6154;14367	514;3139;6154;14367		
Q9Y2X3;H7BZ72;F8WED0	Q9Y2X3	13;4;1	13;4;1	13;4;1	Nucleolar protein 58 	3	13	13	13	33.8	33.8	33.8	59.578	529	529;187;68	0	106.71	346690000	19				2262	2583;3199;5455;6275;7270;8358;8949;9091;9240;12493;13563;15561;15680	True;True;True;True;True;True;True;True;True;True;True;True;True	2644;3268;5569;6408;7436;8546;9150;9298;9449;12845;13943;15991;16110	4387;4388;5429;9173;9174;10633;10634;12386;12387;14262;14263;15234;15455;15694;15695;21237;21238;23044;26436;26437;26626	5012;5013;6187;10447;10448;12148;12149;14167;14168;16250;16251;16252;17373;17625;17877;17878;24125;24126;24127;26191;30069;30070;30277	5012;6187;10448;12149;14168;16252;17373;17625;17878;24127;26191;30069;30277		
Q9Y2Z0-2;Q9Y2Z0;F5H5A9	Q9Y2Z0-2;Q9Y2Z0;F5H5A9	6;6;4	6;6;4	6;6;4	Isoform 2 of Suppressor of G2 allele of SKP1 homolog ;Suppressor of G2 allele of SKP1 homolog ;Suppressor of G2 allele of SKP1 homolog 	3	6	6	6	21	21	21	37.804	333	333;365;277	0	51.886	107030000	9				2263	6;877;7220;8106;8516;10687	True;True;True;True;True;True	6;900;7385;8287;8705;10995	8;9;1492;1493;12283;12284;13836;14529;18260	9;10;1704;1705;14051;14052;15778;16561;20801	9;1704;14052;15778;16561;20801		
Q9Y333	Q9Y333	5	5	5	U6 snRNA-associated Sm-like protein LSm2 	1	5	5	5	81.1	81.1	81.1	10.834	95	95	0	43.309	94694000	7				2264	9359;10056;10397;12303;16052	True;True;True;True;True	9571;10319;10701;12652;16489	15899;15900;17129;17130;17765;20921;27259;27260;27261;27262	18103;18104;19503;19504;20224;23771;30983;30984;30985;30986	18103;19503;20224;23771;30986		
Q9Y371;Q9Y371-2;Q9Y371-3;F8WFB9;B7ZC39;Q9NR46;B7ZC38;Q9NR46-2	Q9Y371;Q9Y371-2;Q9Y371-3	3;3;2;1;1;1;1;1	3;3;2;1;1;1;1;1	3;3;2;1;1;1;1;1	Endophilin-B1 ;Isoform 2 of Endophilin-B1 ;Isoform 3 of Endophilin-B1 	8	3	3	3	10.1	10.1	10.1	40.796	365	365;386;265;127;374;395;400;404	0	16.804	14883000	3				2265	1588;6135;10447	True;True;True	1624;6263;10752	2712;10388;17849	3125;11840;20321	3125;11840;20321		
Q9Y383;V9GZ75;F8WEU3;F8WBC1;F2Z322	Q9Y383	15;2;2;1;1	15;2;2;1;1	1;1;1;0;0	Putative RNA-binding protein Luc7-like 2 	5	15	15	1	40.1	40.1	2.8	46.513	392	392;54;83;42;55	0	129.48	475190000	31				2266	343;1075;2550;3000;7706;8334;9836;10855;11732;12036;14029;14138;14139;14345;14347	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	350;1103;2611;3068;7878;8522;10069;11168;12064;12380;14420;14530;14531;14743;14745	580;581;1837;4334;4335;5110;5111;13174;13175;14220;14221;14222;16705;16706;18551;18552;19982;20495;20496;20497;23845;23846;24028;24029;24030;24388;24389;24392;24393;24394	657;658;2116;4954;4955;5826;5827;15023;15024;15025;16205;16206;16207;16208;19021;19022;21135;21136;21137;22695;23279;23280;23281;27131;27132;27333;27334;27335;27765;27766;27769;27770;27771	658;2116;4954;5826;15023;16206;19022;21136;22695;23279;27131;27333;27335;27766;27771		
Q9Y399;Q5T8A0	Q9Y399;Q5T8A0	4;3	4;3	4;3	28S ribosomal protein S2, mitochondrial ;28S ribosomal protein S2, mitochondrial (Fragment) 	2	4	4	4	11.5	11.5	11.5	33.249	296	296;270	0	22.575	35817000	4				2267	4032;5675;8110;8658	True;True;True;True	4118;5792;8291;8850	6754;6755;9591;13841;14763	7674;7675;10916;15783;16826	7674;10916;15783;16826		
Q9Y3A2	Q9Y3A2	1	1	1	Probable U3 small nucleolar RNA-associated protein 11 	1	1	1	1	4	4	4	30.446	253	253	0.0018657	6.5309	7463200	2				2268	5367	True	5478	9016;9017	10262;10263	10263		
Q9Y3A4	Q9Y3A4	2	2	2	Ribosomal RNA-processing protein 7 homolog A 	1	2	2	2	13.2	13.2	13.2	32.334	280	280	0	11.712	9573200	1				2269	5081;8811	True;True	5188;9004	8550;15014	9744;17125	9744;17125		
Q9Y3A5;F8WE72	Q9Y3A5;F8WE72	7;4	7;4	7;4	Ribosome maturation protein SBDS ;Ribosome maturation protein SBDS 	2	7	7	7	28.4	28.4	28.4	28.763	250	250;86	0	41.838	101300000	9				2270	2004;2120;3883;4555;9416;11427;12069	True;True;True;True;True;True;True	2051;2168;3966;4651;9631;11752;12413	3400;3589;6534;7605;7606;7607;16000;16001;19466;20546;20547	3889;4100;7424;8645;8646;8647;18221;18222;22154;23335;23336	3889;4100;7424;8647;18221;22154;23336		
Q9Y3B4	Q9Y3B4	5	5	5	Splicing factor 3B subunit 6 	1	5	5	5	46.4	46.4	46.4	14.585	125	125	0	40.741	68127000	5				2271	5237;6786;9035;10312;15866	True;True;True;True;True	5345;6939;9239;10614;16298	8799;8800;11516;15369;17608;26960	10013;10014;13191;17529;20037;30637	10013;13191;17529;20037;30637		
Q9Y3B7-2;Q9Y3B7-3;Q9Y3B7;H0YCD5;E9PQB6	Q9Y3B7-2;Q9Y3B7-3;Q9Y3B7	3;3;3;1;1	3;3;3;1;1	3;3;3;1;1	Isoform 2 of 39S ribosomal protein L11, mitochondrial ;Isoform 3 of 39S ribosomal protein L11, mitochondrial ;39S ribosomal protein L11, mitochondrial 	5	3	3	3	24.1	24.1	24.1	18.205	166	166;181;192;63;75	0	20.484	23762000	3				2272	5353;6125;6303	True;True;True	5464;6253;6437	8991;10369;10688	10233;11820;12220	10233;11820;12220		
Q9Y3B8-3;H0YH58;F5GX07;H0YG83;H0YGR4;H0YG54;Q9Y3B8-2;F5GYG5;Q9Y3B8	Q9Y3B8-3;H0YH58;F5GX07;H0YG83;H0YGR4;H0YG54;Q9Y3B8-2;F5GYG5;Q9Y3B8	2;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1	Isoform 3 of Oligoribonuclease, mitochondrial ;Oligoribonuclease, mitochondrial (Fragment) ;Oligoribonuclease, mitochondrial ;Oligoribonuclease, mitochondrial (Fragment) ;Oligoribonuclease, mitochondrial (Fragment) ;Oligoribonuclease, mitochondrial (Fragme	9	2	2	2	9.8	9.8	9.8	23.754	205	205;111;147;154;192;197;199;222;237	0	12.092	9322300	2				2273	83;3934	True;True	83;4017	141;6609	152;7504	152;7504		
Q9Y3B9	Q9Y3B9	2	2	2	RRP15-like protein 	1	2	2	2	7.1	7.1	7.1	31.484	282	282	0	13.344	7284400	3				2274	1908;5001	True;True	1952;5106	3239;8420;8421	3709;9597;9598	3709;9598		
Q9Y3C6	Q9Y3C6	4	4	4	Peptidyl-prolyl cis-trans isomerase-like 1 	1	4	4	4	30.7	30.7	30.7	18.237	166	166	0	29.107	123720000	5				2275	6231;10431;14047;14304	True;True;True;True	6363;10736;14438;14702	10551;17821;23875;24325;24326	12034;20288;27162;27697;27698	12034;20288;27162;27698		
Q9Y3C8	Q9Y3C8	4	4	4	Ubiquitin-fold modifier-conjugating enzyme 1 	1	4	4	4	22.8	22.8	22.8	19.458	167	167	0	25.548	30864000	5				2276	2327;5866;10318;15267	True;True;True;True	2384;5989;10620;15687	3953;9936;9937;17615;25950	4525;11312;11313;20044;29538	4525;11313;20044;29538		
Q9Y3D6	Q9Y3D6	2	2	2	Mitochondrial fission 1 protein 	1	2	2	2	14.5	14.5	14.5	16.937	152	152	0	15.762	10702000	3				2277	4946;12159	True;True	5050;12505	8328;20692;20693	9495;23508;23509	9495;23509		
Q9Y3D8	Q9Y3D8	1	1	1	Adenylate kinase isoenzyme 6 	1	1	1	1	9.3	9.3	9.3	20.061	172	172	0.00050251	7.9642	6964800	1				2278	10071	True	10337	17155;17156	19530;19531	19531		
Q9Y3I0;E7EQS9	Q9Y3I0	16;5	16;5	16;5	tRNA-splicing ligase RtcB homolog 	2	16	16	16	37.4	37.4	37.4	55.21	505	505;175	0	126.38	538960000	29				2279	2082;4669;4910;5834;8880;9199;10082;10083;10980;10981;11186;12577;12816;13472;14137;14217	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2130;4767;5014;5955;9078;9408;10351;10352;11299;11300;11508;12930;13174;13852;14529;14612	3531;3532;7822;7823;8273;8274;8275;9880;9881;15129;15629;15630;17181;17182;17183;18762;18763;18764;18765;18766;19078;19079;21375;21756;22898;22899;24026;24027;24172;24173	4037;4038;8924;8925;9437;9438;9439;11246;11247;11248;17262;17810;17811;19559;19560;19561;21375;21376;21377;21378;21379;21719;21720;24279;24714;26037;26038;26039;27331;27332;27507;27508	4037;8924;9437;11247;17262;17810;19559;19561;21375;21376;21719;24279;24714;26038;27332;27508		
Q9Y3L5;F6U784;P61225;P10114	Q9Y3L5;F6U784;P61225;P10114	2;1;1;1	2;1;1;1	2;1;1;1	Ras-related protein Rap-2c ;Ras-related protein Rap-2a ;Ras-related protein Rap-2b ;Ras-related protein Rap-2a 	4	2	2	2	10.9	10.9	10.9	20.745	183	183;108;183;183	0	12.003	19807000	2				2280	14895;15291	True;True	15312;15712	25337;25991	28843;29584	28843;29584		
Q9Y3T9	Q9Y3T9	10	10	10	Nucleolar complex protein 2 homolog 	1	10	10	10	14.7	14.7	14.7	84.918	749	749	0	66.424	130110000	13				2281	2723;3324;4792;5565;8067;8490;9298;10088;14502;14937	True;True;True;True;True;True;True;True;True;True	2787;3397;4895;5680;8248;8679;9508;10357;14908;15354	4628;5635;8046;9380;13768;14487;15789;15790;17190;17191;24688;24689;25409;25410	5275;6407;9183;10668;15691;16518;17982;17983;19569;19570;28102;28103;28934;28935	5275;6407;9183;10668;15691;16518;17982;19570;28103;28934		
Q9Y3U8;J3QSB5;J3KTD3	Q9Y3U8;J3QSB5	7;4;2	7;4;2	7;4;2	60S ribosomal protein L36 ;60S ribosomal protein L36 	3	7	7	7	34.3	34.3	34.3	12.254	105	105;94;68	0	59.844	601450000	14				2282	995;2728;3455;3456;7512;11415;15922	True;True;True;True;True;True;True	1019;2792;3531;3532;7681;11739;16359	1685;1686;4634;4635;5844;5845;5846;5847;5848;12813;12814;19442;27050;27051	1931;1932;5281;5282;6643;6644;6645;6646;6647;6648;14633;14634;22125;30737;30738	1931;5282;6643;6646;14634;22125;30738		
Q9Y3Y2-4;X6R700;Q9Y3Y2;Q9Y3Y2-3;Q5T7Y7	Q9Y3Y2-4;X6R700;Q9Y3Y2;Q9Y3Y2-3	3;3;3;3;1	3;3;3;3;1	3;3;3;3;1	Isoform 3 of Chromatin target of PRMT1 protein ;Chromatin target of PRMT1 protein ;Chromatin target of PRMT1 protein ;Isoform 2 of Chromatin target of PRMT1 protein 	5	3	3	3	19.3	19.3	19.3	21.918	202	202;223;248;249;101	0	25.662	157170000	6				2283	1348;7796;10579	True;True;True	1379;7970;10885	2294;2295;13322;13323;18080;18081	2636;2637;15193;15194;20588;20589	2636;15194;20588		
